,client_code,KRA YN,IsKarvy,cm_sex,IncomePA,IsDormant,E2Channel,age,months_since_last_login,months_since_last_futures_trade,months_since_last_options_trade,months_since_last_intraday_trade,months_since_last_delivery_trade,THV,ALB,Z20,total_logins_one_year,total_trades_one_year,target
245858,MOABD776,N,1.0,M,5_10L,N,Franchisee,28.0,0.1887607313824225,132.0,132.0,132.0,0.6815839926403539,0.0,4774.74,0.0,72.0,6.0,0.0
245911,PANDE434,N,1.0,M,5_10L,N,Franchisee,43.0,1.3715365584014578,132.0,132.0,132.0,0.6815839926403539,0.0,5264.13,0.0,8.0,4.0,0.0
245919,23273952,N,0.0,M,5_10L,N,Franchisee,18.0,0.6487291085564918,132.0,132.0,132.0,0.6815839926403539,0.0,8.21,1.0,5.0,2.0,0.0
245981,37791577,N,0.0,M,<=1L,N,GL Investments,24.0,0.1887607313824225,132.0,132.0,132.0,0.6815839926403539,0.0,2.07,1.0,40.0,2.0,0.0
246426,62549342,N,1.0,F,5_10L,N,Premia,56.0,0.2544704995501466,132.0,132.0,132.0,0.6815839926403539,150032.0,6284.49,0.0,4.0,5.0,0.0
246481,PRAHAKU7,N,1.0,M,5_10L,N,CAT,30.0,0.4844546881371813,132.0,132.0,1.798650051491665,0.6815839926403539,0.0,1.29,0.0,43.0,16.0,0.0
246494,JPME0006,Y,0.0,F,5_10L,N,Franchisee,44.0,132.0,132.0,132.0,132.0,0.6815839926403539,0.0,430.73,1.0,0.0,8.0,0.0
246527,BD061996,Y,0.0,M,5_10L,N,GL Investments,25.0,0.4515998040533192,132.0,132.0,132.0,0.6815839926403539,0.0,1.43,1.0,21.0,3.0,0.0
246694,92925402,Y,0.0,M,5_10L,N,CAT,20.0,0.5830193403887676,132.0,132.0,132.0,0.6815839926403539,0.0,2.94,1.0,11.0,2.0,0.0
246726,78962163,Y,0.0,M,5_10L,N,GL Investments,26.0,0.5830193403887676,132.0,132.0,132.0,0.6815839926403539,0.0,-49.62,1.0,21.0,3.0,0.0
246727,VIRUG442,N,0.0,M,<=1L,N,others,25.0,0.1887607313824225,132.0,132.0,132.0,0.6815839926403539,0.0,1.51,1.0,90.0,2.0,0.0
246745,BKVIJAYA,N,0.0,F,1_5L,N,Premia,57.0,0.1559058472985603,132.0,132.0,132.0,0.6815839926403539,316142.0,-459.74,1.0,107.0,17.0,0.0
246753,58152829,N,0.0,M,<=1L,N,Franchisee,38.0,0.1559058472985603,132.0,1.2729719061498714,1.3058267902337335,0.6815839926403539,0.0,-17.56,1.0,381.0,100.0,0.0
246756,SIKRATAN,N,0.0,M,<=1L,N,Premia,74.0,132.0,132.0,132.0,132.0,0.6815839926403539,0.0,413.93,1.0,10.0,2.0,0.0
246757,GP271187,N,0.0,M,<=1L,N,Franchisee,33.0,0.1559058472985603,132.0,132.0,132.0,0.6815839926403539,15748.0,-449.2,1.0,148.0,10.0,0.0
246758,65539207,Y,0.0,M,5_10L,N,Franchisee,27.0,0.1559058472985603,132.0,1.0758426016466989,1.765795167407803,0.6815839926403539,0.0,75.59,1.0,193.0,79.0,0.0
246770,31604188,Y,0.0,M,5_10L,N,Franchisee,30.0,0.2216156154662845,132.0,2.061489124162562,132.0,0.6815839926403539,0.0,-154.07,1.0,129.0,83.0,0.0
246771,99902016,Y,0.0,M,5_10L,N,Franchisee,26.0,0.1887607313824225,132.0,1.5358109788207683,1.3058267902337335,0.6815839926403539,0.0,3007.39,1.0,124.0,36.0,0.0
246773,93065513,N,0.0,M,<=1L,N,Franchisee,30.0,0.2216156154662845,132.0,1.765795167407803,132.0,0.6815839926403539,0.0,-2.48,1.0,65.0,14.0,0.0
246777,CHANCH96,N,1.0,F,5_10L,N,Franchisee,31.0,0.4515998040533192,132.0,132.0,132.0,0.6815839926403539,0.0,29.21,0.0,17.0,2.0,0.0
246784,MEGHDAS9,Y,0.0,F,5_10L,N,Franchisee,30.0,0.1559058472985603,132.0,132.0,132.0,0.6815839926403539,37287.0,22104.05,1.0,80.0,14.0,0.0
246787,ANOOP997,N,0.0,M,1_5L,N,Franchisee,23.0,0.1559058472985603,132.0,132.0,132.0,0.6815839926403539,25965.0,39.83,1.0,92.0,16.0,0.0
246788,ILLABALA,N,0.0,F,<=1L,N,Franchisee,29.0,0.6815839926403539,132.0,132.0,132.0,0.6815839926403539,0.0,29.05,1.0,10.0,2.0,0.0
246791,RD000189,N,0.0,M,<=1L,N,Franchisee,32.0,0.2216156154662845,132.0,1.5358109788207683,132.0,0.6815839926403539,0.0,105.02,1.0,244.0,3.0,0.0
246793,67721471,Y,0.0,M,5_10L,N,Franchisee,37.0,0.4515998040533192,132.0,132.0,0.6815839926403539,1.502956094736906,0.0,-27.43,1.0,128.0,32.0,0.0
246810,PANDIBHI,Y,0.0,M,5_10L,N,CAT,55.0,0.2544704995501466,132.0,132.0,132.0,0.6815839926403539,0.0,158.08,1.0,60.0,3.0,0.0
246919,REGHVASU,N,0.0,M,1_5L,N,Franchisee,48.0,0.2216156154662845,132.0,132.0,15.99195997572009,0.6815839926403539,1346400.0,76496.43,0.0,110.0,4.0,0.0
246941,KESAVANG,N,0.0,M,1_5L,N,Premia,49.0,0.1887607313824225,82.75308443412787,25.32274705553692,73.55371689064648,0.6815839926403539,30.0,34.76,0.0,59.0,5.0,0.0
247003,GAUKU316,N,1.0,M,5_10L,N,Franchisee,26.0,0.4515998040533192,132.0,132.0,132.0,0.6815839926403539,0.0,135.06,0.0,75.0,23.0,0.0
247005,77217241,Y,0.0,M,<=1L,N,CAT,30.0,0.1559058472985603,132.0,132.0,1.40439144248532,0.6815839926403539,0.0,5.78,1.0,103.0,6.0,0.0
247013,JITESRPA,N,1.0,M,5_10L,N,CAT,30.0,0.1559058472985603,132.0,132.0,132.0,0.6815839926403539,0.0,44552.51,0.0,188.0,15.0,0.0
247028,22ASHOKS,N,0.0,M,<=1L,N,Franchisee,44.0,0.5830193403887676,132.0,132.0,0.6815839926403539,0.6815839926403539,0.0,-28.84,1.0,184.0,30.0,0.0
247061,SUMI0104,Y,0.0,M,5_10L,N,Franchisee,33.0,0.1559058472985603,132.0,132.0,132.0,0.6815839926403539,1439.0,4.02,1.0,290.0,57.0,0.0
247090,MAKH1970,N,0.0,F,1_5L,N,Franchisee,51.0,0.5830193403887676,132.0,132.0,132.0,0.6815839926403539,0.0,-39.06,0.0,20.0,3.0,0.0
247300,66332990,N,0.0,M,5_10L,N,CAT,22.0,0.1887607313824225,132.0,132.0,132.0,0.6815839926403539,0.0,-210.1,1.0,111.0,2.0,0.0
247305,UMESHANK,Y,0.0,M,5_10L,N,Franchisee,42.0,0.3530351518017329,132.0,132.0,132.0,0.6815839926403539,0.0,146.55,1.0,69.0,7.0,0.0
247308,72355887,Y,0.0,M,5_10L,N,Franchisee,34.0,0.1887607313824225,132.0,132.0,132.0,0.6815839926403539,30.0,292.55,1.0,51.0,6.0,0.0
247313,JRAJES53,N,1.0,M,5_10L,N,CAT,37.0,0.2216156154662845,132.0,132.0,132.0,0.6815839926403539,0.0,422.64,0.0,35.0,2.0,0.0
247323,33640629,N,1.0,M,5_10L,N,Franchisee,30.0,0.2544704995501466,132.0,132.0,132.0,0.6815839926403539,0.0,25.5,0.0,22.0,3.0,0.0
247337,PRAK1606,Y,0.0,M,5_10L,N,Premia,49.0,0.1887607313824225,132.0,132.0,132.0,0.6815839926403539,30.0,26749.48,1.0,21.0,5.0,0.0
247356,SING1512,N,1.0,M,5_10L,N,CAT,27.0,0.3530351518017329,132.0,132.0,132.0,0.6815839926403539,0.0,76.57,0.0,17.0,2.0,0.0
247363,SSETHI27,N,0.0,M,1_5L,N,Premia,33.0,0.1559058472985603,132.0,132.0,132.0,0.6815839926403539,84594.0,15221.06,0.0,256.0,15.0,0.0
247412,SW040684,N,0.0,F,5_10L,N,CAT,37.0,0.1559058472985603,132.0,132.0,132.0,0.6815839926403539,0.0,78.31,1.0,71.0,3.0,0.0
247415,NUKAMRE1,N,1.0,M,5_10L,N,CAT,33.0,0.1559058472985603,132.0,132.0,132.0,0.6815839926403539,0.0,1.35,0.0,132.0,37.0,0.0
247416,TEGGI225,N,1.0,M,5_10L,N,Franchisee,35.0,0.1559058472985603,132.0,132.0,132.0,0.6815839926403539,0.0,22.2,0.0,48.0,2.0,0.0
247419,77377502,Y,0.0,M,1_5L,N,CAT,32.0,0.1559058472985603,132.0,132.0,132.0,0.6815839926403539,78395.0,2.38,1.0,236.0,9.0,0.0
247451,91186924,N,0.0,M,5_10L,N,CAT,24.0,0.1559058472985603,132.0,132.0,132.0,0.6815839926403539,0.0,140.38,1.0,26.0,2.0,0.0
247486,SATYVATI,N,0.0,F,<=1L,Y,Franchisee,59.0,132.0,132.0,132.0,45.42993611486053,0.6815839926403539,91974.0,-767.24,0.0,6.0,2.0,0.0
247760,AGHPT315,N,1.0,M,5_10L,N,CAT,44.0,0.5173095722210435,132.0,132.0,132.0,0.6815839926403539,0.0,0.54,0.0,71.0,3.0,0.0
248053,91969745,N,0.0,M,<=1L,N,CAT,29.0,0.1887607313824225,132.0,132.0,0.6815839926403539,0.6815839926403539,0.0,-34.75,1.0,79.0,4.0,0.0
248571,92403059,N,0.0,M,<=1L,N,GL Investments,29.0,0.9115681812273884,132.0,132.0,0.9444230653112506,0.6815839926403539,0.0,10.48,1.0,32.0,16.0,0.0
248590,91071320,Y,0.0,M,5_10L,N,GL Investments,28.0,0.2216156154662845,132.0,132.0,132.0,0.6815839926403539,0.0,151.91,1.0,9.0,2.0,0.0
248786,84640108,Y,0.0,M,5_10L,N,GL Investments,29.0,0.1559058472985603,132.0,132.0,2.2914733127495963,0.6815839926403539,0.0,-7.81,1.0,281.0,6.0,0.0
248893,RAVP8314,N,0.0,M,5_10L,N,GL Investments,25.0,132.0,132.0,132.0,132.0,0.6815839926403539,0.0,178.28,1.0,0.0,2.0,0.0
248944,LADDHA65,Y,0.0,F,1_5L,N,Franchisee,56.0,0.1887607313824225,132.0,132.0,132.0,0.6815839926403539,0.0,9712.6,1.0,11.0,3.0,0.0
249320,ADITOMAR,N,0.0,F,<=1L,N,Franchisee,18.0,132.0,132.0,132.0,132.0,0.6815839926403539,0.0,4074.6,1.0,0.0,3.0,0.0
249322,APWMVP60,Y,0.0,F,5_10L,N,Premia,61.0,0.6158742244726296,132.0,132.0,132.0,0.6815839926403539,0.0,1648.0,1.0,18.0,2.0,0.0
249326,74263239,Y,0.0,M,5_10L,N,Franchisee,27.0,0.6487291085564918,132.0,132.0,132.0,0.6815839926403539,0.0,2.31,1.0,58.0,4.0,0.0
249330,97247633,N,0.0,M,5_10L,N,Franchisee,44.0,0.4844546881371813,132.0,132.0,1.3715365584014578,0.6815839926403539,0.0,23.56,1.0,89.0,6.0,0.0
249331,TRR00002,Y,0.0,M,5_10L,N,Franchisee,38.0,0.5830193403887676,132.0,132.0,132.0,0.6815839926403539,0.0,1.49,1.0,10.0,2.0,0.0
249332,99900088,Y,0.0,M,<=1L,N,Franchisee,34.0,0.4844546881371813,132.0,132.0,132.0,0.6815839926403539,0.0,19.89,1.0,3.0,2.0,0.0
249336,83345945,N,1.0,F,<=1L,N,Premia,48.0,132.0,132.0,132.0,132.0,0.6815839926403539,0.0,9925.62,0.0,12.0,2.0,0.0
249342,FINST195,Y,0.0,M,5_10L,N,Franchisee,45.0,0.4187449199694571,132.0,1.0758426016466989,132.0,0.6815839926403539,0.0,286.59,1.0,87.0,101.0,0.0
249348,SUJATHH6,N,1.0,F,5_10L,N,Franchisee,43.0,0.1559058472985603,132.0,0.7144388767242159,0.8458584130596644,0.6815839926403539,0.0,1271.19,0.0,55.0,19.0,0.0
249349,HARI01SH,N,0.0,M,<=1L,N,Franchisee,63.0,0.6487291085564918,132.0,132.0,1.765795167407803,0.6815839926403539,0.0,28.05,1.0,24.0,4.0,0.0
249351,79699517,Y,0.0,M,5_10L,N,Franchisee,37.0,0.1559058472985603,132.0,1.0758426016466989,1.0758426016466989,0.6815839926403539,0.0,-70.49,1.0,162.0,53.0,0.0
249367,SHIB8888,Y,0.0,M,5_10L,N,Premia,60.0,0.2216156154662845,132.0,132.0,132.0,0.5830193403887676,0.0,88.04,1.0,4.0,16.0,0.0
249368,34203577,N,0.0,M,<=1L,N,Franchisee,39.0,0.1887607313824225,132.0,132.0,1.3386816743175958,0.6815839926403539,0.0,109.68,1.0,152.0,262.0,0.0
249371,62052089,Y,0.0,M,5_10L,N,Franchisee,40.0,0.5173095722210435,132.0,1.1086974857305611,1.5358109788207683,0.6815839926403539,0.0,18415.74,1.0,21.0,22.0,0.0
249499,VARURAJE,N,1.0,M,5_10L,N,Franchisee,28.0,0.2544704995501466,132.0,132.0,132.0,0.6815839926403539,0.0,382.33,0.0,54.0,4.0,0.0
249596,96145303,Y,0.0,M,5_10L,N,CAT,25.0,0.6815839926403539,132.0,132.0,132.0,0.6815839926403539,0.0,2.34,1.0,32.0,5.0,0.0
249631,91472437,N,0.0,M,<=1L,N,others,30.0,0.1887607313824225,132.0,132.0,132.0,0.6815839926403539,0.0,90.69,1.0,48.0,4.0,0.0
249633,PM987654,Y,0.0,M,5_10L,N,GL Investments,39.0,0.3530351518017329,132.0,132.0,132.0,0.6815839926403539,0.0,1.36,1.0,84.0,3.0,0.0
249709,32391059,Y,0.0,M,5_10L,N,CAT,18.0,0.1559058472985603,132.0,132.0,132.0,0.6815839926403539,0.0,-25.76,1.0,190.0,3.0,0.0
249760,RAHUL709,N,0.0,M,1_5L,N,Premia,27.0,0.1559058472985603,132.0,132.0,1.40439144248532,0.6815839926403539,41650.0,541.45,1.0,121.0,9.0,0.0
249772,66285059,Y,0.0,M,5_10L,N,Franchisee,23.0,0.1559058472985603,132.0,132.0,132.0,0.6815839926403539,0.0,207.31,1.0,95.0,3.0,0.0
250027,JSANJRAO,N,0.0,M,1_5L,N,Franchisee,73.0,132.0,132.0,132.0,132.0,0.6815839926403539,0.0,376.77,1.0,0.0,3.0,0.0
250038,70023505,N,0.0,M,<=1L,N,GL Investments,27.0,132.0,132.0,132.0,132.0,0.6815839926403539,0.0,94.45,1.0,0.0,2.0,0.0
250075,34471293,N,0.0,M,5_10L,N,CAT,19.0,0.6158742244726296,132.0,132.0,132.0,0.6487291085564918,0.0,6.37,1.0,7.0,2.0,0.0
250099,52875619,N,0.0,M,<=1L,N,CAT,18.0,0.1559058472985603,132.0,132.0,132.0,0.6487291085564918,0.0,3.17,1.0,20.0,2.0,0.0
250140,87915851,N,0.0,M,<=1L,N,CAT,21.0,0.6487291085564918,132.0,132.0,132.0,0.6487291085564918,0.0,16.27,1.0,5.0,2.0,0.0
250147,PATE8667,Y,0.0,M,5_10L,N,CAT,43.0,0.1887607313824225,132.0,132.0,132.0,0.6815839926403539,0.0,-9.56,1.0,218.0,5.0,0.0
250148,10005926,N,0.0,M,<=1L,N,CAT,34.0,0.4515998040533192,132.0,132.0,132.0,0.6815839926403539,0.0,2.82,1.0,3.0,2.0,0.0
250212,16952053,N,0.0,M,<=1L,N,CAT,38.0,0.1559058472985603,132.0,132.0,132.0,0.6815839926403539,0.0,-5.48,1.0,23.0,2.0,0.0
250239,19892971,N,0.0,M,<=1L,N,CAT,18.0,0.2216156154662845,132.0,132.0,132.0,0.6487291085564918,0.0,8.42,1.0,28.0,2.0,0.0
250241,20020212,Y,0.0,M,<=1L,N,CAT,21.0,0.3530351518017329,132.0,132.0,132.0,0.6487291085564918,0.0,-7.98,1.0,15.0,2.0,0.0
250269,23713787,N,0.0,M,<=1L,N,CAT,19.0,0.1559058472985603,132.0,132.0,132.0,0.6815839926403539,0.0,2.37,1.0,61.0,2.0,0.0
250285,25665220,N,0.0,M,<=1L,N,CAT,20.0,0.2216156154662845,132.0,132.0,132.0,0.6487291085564918,0.0,3.96,1.0,27.0,2.0,0.0
250296,26918367,Y,0.0,M,<=1L,N,CAT,19.0,0.4187449199694571,132.0,132.0,0.6487291085564918,0.6487291085564918,0.0,0.01,1.0,51.0,3.0,0.0
250341,30985682,N,0.0,M,<=1L,N,CAT,30.0,0.6487291085564918,132.0,132.0,132.0,0.6487291085564918,0.0,3.37,1.0,10.0,2.0,0.0
250355,33136532,Y,0.0,M,<=1L,N,CAT,22.0,0.6487291085564918,132.0,132.0,132.0,0.6487291085564918,0.0,2.32,1.0,5.0,2.0,0.0
250375,35930862,N,0.0,M,<=1L,N,CAT,28.0,0.4515998040533192,132.0,132.0,132.0,0.6487291085564918,0.0,3.54,1.0,18.0,2.0,0.0
250405,39866990,N,0.0,M,<=1L,N,CAT,23.0,0.2216156154662845,132.0,132.0,132.0,0.6487291085564918,0.0,2.24,1.0,14.0,2.0,0.0
250415,41055064,N,0.0,F,<=1L,N,CAT,24.0,0.6487291085564918,132.0,132.0,132.0,0.6487291085564918,0.0,-33.78,1.0,3.0,4.0,0.0
250442,44579764,N,0.0,M,<=1L,N,CAT,20.0,0.6158742244726296,132.0,132.0,132.0,0.6487291085564918,0.0,8.87,1.0,5.0,3.0,0.0
250454,45613498,N,0.0,F,<=1L,N,CAT,37.0,0.5830193403887676,132.0,132.0,132.0,0.6487291085564918,905.0,99.04,1.0,9.0,3.0,0.0
250485,48663096,Y,0.0,M,<=1L,N,CAT,48.0,0.6158742244726296,132.0,132.0,0.6815839926403539,0.6815839926403539,0.0,4.81,1.0,32.0,4.0,0.0
250539,54990742,N,0.0,M,<=1L,N,CAT,29.0,0.6487291085564918,132.0,132.0,132.0,0.6487291085564918,0.0,8.36,1.0,10.0,2.0,0.0
250560,58992260,N,0.0,M,<=1L,N,CAT,46.0,0.4187449199694571,132.0,132.0,0.6815839926403539,0.6815839926403539,0.0,0.92,1.0,16.0,8.0,0.0
250633,73289129,N,0.0,M,5_10L,N,CAT,21.0,0.6158742244726296,132.0,132.0,0.6815839926403539,0.6815839926403539,0.0,6.01,1.0,5.0,4.0,0.0
250634,73370474,Y,0.0,M,<=1L,N,CAT,23.0,0.1559058472985603,132.0,132.0,0.6487291085564918,0.6487291085564918,0.0,0.03,1.0,47.0,3.0,0.0
250641,74770662,N,0.0,M,<=1L,N,CAT,20.0,0.2544704995501466,132.0,132.0,132.0,0.6487291085564918,0.0,2.59,1.0,20.0,2.0,0.0
250643,75012197,N,0.0,M,<=1L,N,CAT,38.0,0.5501644563049055,132.0,132.0,132.0,0.6487291085564918,0.0,-953.85,1.0,15.0,5.0,0.0
250670,79305403,N,0.0,M,<=1L,N,CAT,19.0,0.3201802677178708,132.0,132.0,0.6815839926403539,0.6815839926403539,0.0,-0.08,1.0,50.0,5.0,0.0
250679,80737966,N,0.0,M,5_10L,N,CAT,21.0,0.6487291085564918,132.0,132.0,132.0,0.6487291085564918,0.0,-1.8,1.0,8.0,5.0,0.0
250732,87412902,N,0.0,M,<=1L,N,CAT,18.0,0.1559058472985603,132.0,132.0,132.0,0.6487291085564918,0.0,31.78,1.0,11.0,2.0,0.0
250806,97807493,Y,0.0,M,<=1L,N,CAT,46.0,0.1559058472985603,132.0,132.0,132.0,0.6487291085564918,102455.0,22609.62,1.0,21.0,24.0,0.0
250823,99328221,N,0.0,M,<=1L,N,CAT,21.0,0.5830193403887676,132.0,132.0,132.0,0.6487291085564918,0.0,-44.75,1.0,21.0,3.0,0.0
250824,99379283,Y,0.0,F,5_10L,N,Franchisee,24.0,0.1559058472985603,132.0,132.0,132.0,0.6487291085564918,466.0,1538.03,1.0,29.0,2.0,0.0
250826,AASU1994,N,0.0,M,<=1L,N,Franchisee,27.0,0.1887607313824225,132.0,132.0,132.0,0.6487291085564918,0.0,16.56,1.0,11.0,3.0,0.0
250829,ABHIJVID,N,1.0,M,5_10L,N,Franchisee,37.0,132.0,132.0,132.0,132.0,0.6158742244726296,0.0,10.16,0.0,14.0,2.0,0.0
250870,F125G001,N,0.0,M,<=1L,N,Franchisee,35.0,0.1559058472985603,132.0,132.0,0.6487291085564918,0.6487291085564918,0.0,1002.57,1.0,50.0,4.0,0.0
250989,38629517,N,0.0,M,<=1L,N,CAT,20.0,0.1559058472985603,132.0,132.0,132.0,0.6487291085564918,0.0,-7.78,1.0,30.0,3.0,0.0
250991,39174767,Y,0.0,M,<=1L,N,CAT,20.0,0.4844546881371813,132.0,132.0,0.6487291085564918,0.6487291085564918,0.0,-5.66,1.0,29.0,6.0,0.0
251023,90043991,Y,0.0,M,5_10L,N,Banca,37.0,0.1559058472985603,132.0,132.0,132.0,0.6487291085564918,23985.0,26102.56,1.0,27.0,2.0,0.0
251065,AB142514,N,0.0,M,<=1L,N,CAT,28.0,0.4844546881371813,132.0,132.0,6.168349634645323,0.6487291085564918,1288.0,-791.8,1.0,230.0,20.0,0.0
251072,55326177,N,0.0,M,<=1L,N,CAT,22.0,0.1559058472985603,132.0,132.0,1.2729719061498714,0.6487291085564918,0.0,4.07,1.0,484.0,259.0,0.0
251082,22592659,N,0.0,F,5_10L,N,CAT,31.0,0.1559058472985603,132.0,132.0,132.0,0.6487291085564918,0.0,-396.66,1.0,144.0,3.0,0.0
251113,52965697,N,0.0,M,<=1L,N,CAT,21.0,0.4187449199694571,132.0,132.0,0.6487291085564918,0.6487291085564918,0.0,9.81,1.0,12.0,3.0,0.0
251116,55566404,N,0.0,M,5_10L,N,CAT,28.0,0.6158742244726296,132.0,132.0,0.6487291085564918,0.6487291085564918,0.0,19.79,1.0,4.0,5.0,0.0
251144,79734430,N,0.0,M,5_10L,N,CAT,21.0,0.4515998040533192,132.0,132.0,132.0,0.6487291085564918,0.0,21.29,1.0,7.0,2.0,0.0
251145,80113808,Y,0.0,M,<=1L,N,CAT,19.0,0.6487291085564918,132.0,132.0,0.6487291085564918,0.6487291085564918,0.0,48.85,1.0,5.0,3.0,0.0
251184,70802393,Y,0.0,M,5_10L,N,Franchisee,38.0,0.1559058472985603,132.0,132.0,132.0,0.6487291085564918,1134.0,-522.35,1.0,79.0,3.0,0.0
251185,40333171,Y,0.0,M,5_10L,N,CAT,28.0,0.6815839926403539,132.0,132.0,5.18270311212946,0.6487291085564918,0.0,-86.25,1.0,640.0,552.0,0.0
251197,11695207,Y,0.0,M,<=1L,N,CAT,21.0,0.1559058472985603,132.0,132.0,132.0,0.6487291085564918,0.0,29.76,1.0,23.0,2.0,0.0
251217,15272684,N,0.0,F,5_10L,N,CAT,37.0,0.3201802677178708,132.0,132.0,0.6487291085564918,0.6487291085564918,0.0,0.98,1.0,11.0,3.0,0.0
251232,18829011,Y,0.0,M,5_10L,N,CAT,22.0,0.6158742244726296,132.0,132.0,0.6487291085564918,0.6487291085564918,0.0,49.99,1.0,5.0,3.0,0.0
251266,27760692,N,0.0,F,5_10L,N,CAT,38.0,0.3201802677178708,132.0,132.0,0.6487291085564918,0.6487291085564918,0.0,0.98,1.0,5.0,3.0,0.0
251291,33381456,N,0.0,M,<=1L,N,CAT,25.0,0.1559058472985603,132.0,132.0,132.0,0.6487291085564918,0.0,896.66,1.0,59.0,2.0,0.0
251327,43149767,N,0.0,M,5_10L,N,CAT,40.0,0.6158742244726296,132.0,132.0,0.6487291085564918,0.6487291085564918,0.0,0.81,1.0,7.0,3.0,0.0
251371,55365217,N,0.0,F,5_10L,N,CAT,20.0,0.2216156154662845,132.0,132.0,132.0,0.6487291085564918,0.0,-17.95,1.0,12.0,4.0,0.0
251372,55534355,Y,0.0,M,<=1L,N,CAT,18.0,0.1887607313824225,132.0,132.0,132.0,0.6487291085564918,0.0,10.15,1.0,5.0,2.0,0.0
251384,59081846,N,0.0,M,<=1L,N,CAT,20.0,0.1887607313824225,132.0,132.0,0.6487291085564918,0.6487291085564918,0.0,19.92,1.0,9.0,5.0,0.0
251426,70248517,Y,0.0,M,<=1L,N,CAT,22.0,0.1559058472985603,132.0,132.0,132.0,0.6487291085564918,0.0,-17.34,1.0,48.0,2.0,0.0
251429,71604057,Y,0.0,M,<=1L,N,CAT,27.0,0.3530351518017329,132.0,132.0,132.0,0.6487291085564918,0.0,1.97,1.0,23.0,2.0,0.0
251452,76941611,Y,0.0,M,<=1L,N,CAT,29.0,0.2873253836340088,132.0,132.0,132.0,0.6487291085564918,163.0,35.02,1.0,13.0,2.0,0.0
251474,80754396,N,0.0,M,5_10L,N,CAT,22.0,0.6487291085564918,132.0,132.0,132.0,0.6487291085564918,0.0,0.87,1.0,5.0,2.0,0.0
251527,98406588,N,0.0,M,<=1L,N,CAT,21.0,0.2544704995501466,132.0,132.0,132.0,0.6487291085564918,0.0,5.47,1.0,18.0,2.0,0.0
251602,PRATYUSN,N,1.0,F,5_10L,N,Franchisee,32.0,0.4515998040533192,132.0,132.0,132.0,0.6158742244726296,0.0,31.91,0.0,6.0,3.0,0.0
251605,QCSG2021,N,0.0,F,<=1L,N,Franchisee,26.0,0.1559058472985603,132.0,132.0,132.0,0.6487291085564918,0.0,98789.91,1.0,61.0,3.0,0.0
251641,91934169,Y,0.0,M,<=1L,N,CAT,32.0,0.1559058472985603,132.0,132.0,132.0,0.6487291085564918,0.0,40.89,1.0,112.0,6.0,0.0
251645,23621579,Y,0.0,M,5_10L,N,CAT,22.0,0.1559058472985603,132.0,132.0,0.6487291085564918,0.6487291085564918,0.0,0.34,1.0,29.0,3.0,0.0
251674,FINO0018,N,0.0,M,<=1L,N,Franchisee,34.0,0.1887607313824225,132.0,132.0,132.0,0.6487291085564918,0.0,168.99,1.0,29.0,2.0,0.0
251684,88712686,N,0.0,M,5_10L,N,CAT,29.0,0.1559058472985603,132.0,132.0,132.0,0.6487291085564918,0.0,249.36,1.0,731.0,10.0,0.0
251686,SONBHIKA,N,0.0,M,<=1L,N,Franchisee,20.0,0.1559058472985603,132.0,132.0,132.0,0.6487291085564918,0.0,10.85,1.0,105.0,2.0,0.0
251699,30274520,Y,0.0,M,5_10L,N,CAT,21.0,0.1559058472985603,132.0,132.0,132.0,0.6487291085564918,0.0,-22.79,1.0,17.0,3.0,0.0
251719,14693683,N,0.0,M,5_10L,N,CAT,19.0,0.6158742244726296,132.0,132.0,132.0,0.6487291085564918,39.0,-17.69,1.0,2.0,4.0,0.0
251752,20462133,N,0.0,M,5_10L,N,CAT,20.0,0.6487291085564918,132.0,132.0,0.6487291085564918,0.6487291085564918,0.0,26.99,1.0,9.0,3.0,0.0
251754,20873254,Y,0.0,M,1_5L,N,CAT,43.0,0.2544704995501466,132.0,132.0,132.0,0.6487291085564918,0.0,99.87,1.0,54.0,3.0,0.0
251776,25124766,Y,0.0,M,<=1L,N,Franchisee,50.0,0.2216156154662845,132.0,132.0,132.0,0.6487291085564918,0.0,39.03,1.0,19.0,3.0,0.0
251805,31385031,N,0.0,M,<=1L,N,CAT,21.0,0.3530351518017329,132.0,132.0,0.6487291085564918,0.6487291085564918,0.0,29.99,1.0,2.0,3.0,0.0
251816,33619777,Y,0.0,M,<=1L,N,CAT,26.0,0.1559058472985603,132.0,132.0,0.6487291085564918,0.6487291085564918,0.0,0.24,1.0,73.0,3.0,0.0
251831,36780065,Y,0.0,M,5_10L,N,CAT,19.0,0.6487291085564918,132.0,132.0,0.6487291085564918,0.6487291085564918,0.0,30.77,1.0,1.0,3.0,0.0
251868,47708310,Y,0.0,F,5_10L,N,Franchisee,46.0,0.6487291085564918,132.0,132.0,0.6487291085564918,0.6487291085564918,0.0,5865.45,1.0,23.0,55.0,0.0
251870,48043243,Y,0.0,M,<=1L,N,CAT,21.0,0.6487291085564918,132.0,132.0,132.0,0.6487291085564918,0.0,5.04,1.0,3.0,2.0,0.0
251903,55787098,N,0.0,M,<=1L,N,CAT,20.0,0.5501644563049055,132.0,132.0,132.0,0.6487291085564918,0.0,5.07,1.0,4.0,2.0,0.0
251909,57240702,N,0.0,M,<=1L,N,CAT,27.0,0.1887607313824225,132.0,132.0,132.0,0.6487291085564918,0.0,-103.53,1.0,24.0,3.0,0.0
